CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0000002969,56,2024,14143576001.59738,2618469820.5496984,5193161905.856358,-2574692085.306659,1963852365.412274
0000002969,56,2025,15768720610.76011,2919340838.7873096,5789873732.827028,-2870532894.0397186,2189505629.090482
0000002969,57,2024,15102344616.273514,2795971371.935017,5545197391.486331,-2749226019.551314,2096978528.951263
0000002969,57,2025,13163982561.84849,2437112866.8272986,4833480073.344114,-2396367206.5168157,1827834650.1204739
0000002969,58,2024,13923128352.394728,2577657262.510411,5112219127.739599,-2534561865.2291884,1933242946.8828082
0000002969,58,2025,19763873129.096153,3658983083.1938562,7256792273.3690815,-3597809190.1752253,2744237312.3953924
0000002969,59,2024,14832154661.679914,2745949776.1349783,5445990502.126662,-2700040725.991684,2059462332.1012337
0000002969,59,2025,15396907624.486225,2850505271.082461,5653353447.13675,-2802848176.0542893,2137878953.3118458
0000002969,60,2024,17046315798.232489,3155868322.423565,6258974238.804981,-3103105916.3814163,2366901241.8176737
0000002969,60,2025,16568714385.197582,3067447622.7262216,6083611129.4982605,-3016163506.772039,2300585717.0446663
0000002969,61,2024,14529759375.213556,2689965848.7746553,5334958632.816506,-2644992784.041851,2017474386.5809915
0000002969,61,2025,19145022853.52599,3544412286.541275,7029566169.012113,-3485153882.4708376,2658309214.9059563
0000002969,62,2024,13567540844.701422,2511825597.494841,4981656425.708464,-2469830828.2136226,1883869198.121131
0000002969,62,2025,15408145966.326807,2852585880.6071854,5657479880.842407,-2804894000.235222,2139439410.455389
0000002969,63,2024,16224381769.641966,3003699631.273318,5957180938.021554,-2953481306.748236,2252774723.4549885
0000002969,63,2025,14111446740.96719,2612521572.4328694,5181364857.334174,-2568843284.9013047,1959391179.3246522
0000002969,64,2024,15107585204.191338,2796941587.763264,5547121602.275459,-2750180014.512195,2097706190.8224483
0000002969,64,2025,15395117761.747032,2850173904.9862933,5652696254.99575,-2802522350.009457,2137630428.7397199
0000002969,65,2024,13842498833.55653,2562729922.9394693,5082614016.156025,-2519884093.2165556,1922047442.204602
0000002969,65,2025,15425536407.918613,2855805458.6310906,5663865209.33291,-2808059750.701819,2141854093.973318
0000002969,66,2024,13992715407.633593,2590540256.4592757,5137769727.133019,-2547229470.6737437,1942905192.3444567
0000002969,66,2025,14785858541.028938,2737378747.512555,5428991742.398116,-2691612994.885561,2053034060.6344163
0000002969,67,2024,13719217527.37961,2539906248.1046357,5037348251.4816675,-2497442003.377032,1904929686.078477
0000002969,67,2025,12814593404.15101,2372428732.8462744,4705193248.013034,-2332764515.1667595,1779321549.6347058
0000002969,68,2024,12962570238.831772,2399824412.3907037,4759526583.565976,-2359702171.1752725,1799868309.2930279
0000002969,68,2025,11808817988.61833,2186224581.115077,4335898058.93205,-2149673477.8169727,1639668435.8363078
0000002969,69,2024,14946254364.794178,2767073615.6155057,5487885015.339982,-2720811399.7244763,2075305211.7116294
0000002969,69,2025,17978838054.35565,3328510756.3012238,6601372728.14849,-3272861971.847266,2496383067.225918
0000002969,70,2024,17729143189.683502,3282283517.347198,6509691115.297757,-3227407597.950559,2461712638.0103984
0000002969,70,2025,23361509318.416023,4325031173.576908,8577752913.549196,-4252721739.972288,3243773380.182681
0000002969,71,2024,12645668329.325745,2341154802.5252504,4643168250.697826,-2302013448.172576,1755866101.8939378
0000002969,71,2025,13477746097.706556,2495201454.136514,4948686075.113461,-2453484620.9769464,1871401090.6023855
0000002969,72,2024,12073951832.801838,2235310114.3156223,4433248472.958286,-2197938358.642664,1676482585.7367167
0000002969,72,2025,15205367109.208893,2815044432.98822,5583024634.447937,-2767980201.459717,2111283324.7411652
0000002969,73,2024,14597420671.619722,2702492317.514867,5359802142.47472,-2657309824.959853,2026869238.1361501
0000002969,73,2025,15264745270.352785,2826037404.1390424,5604826787.203183,-2778789383.064141,2119528053.104282
0000002969,74,2024,12243027942.12649,2266612006.396703,4495328926.305871,-2228716919.9091682,1699959004.797527
0000002969,74,2025,11412462628.604115,2112845362.99562,4190366436.902704,-2077521073.9070837,1584634022.246715
0000002969,75,2024,16718947980.790134,3095261107.5229473,6138773090.34345,-3043511982.8205023,2321445830.6422105
0000002969,75,2025,22638229427.840416,4191126808.4383593,8312182906.742927,-4121056098.3045673,3143345106.3287697
0000002969,76,2024,13792898559.194551,2553547180.081994,5064402055.099814,-2510854875.0178204,1915160385.0614955
0000002969,76,2025,16941868509.141949,3136531481.847255,6220623846.8805,-3084092365.0332446,2352398611.3854413
0000002969,77,2024,11647985917.002378,2156448948.300908,4276844606.8587136,-2120395658.5578055,1617336711.225681
0000002969,77,2025,12515052839.466738,2316973314.1765122,4595209560.040389,-2278236245.863877,1737729985.6323843
0000002969,78,2024,16080042017.330095,2976977302.6845956,5904183046.744122,-2927205744.059526,2232732977.013447
0000002969,78,2025,15176071267.08743,2809620749.58213,5572267945.242323,-2762647195.660193,2107215562.1865973
0000002969,79,2024,11051135950.232471,2045951177.0720065,4057696457.155198,-2011745280.0831916,1534463382.804005
0000002969,79,2025,10828645250.212317,2004760378.9817672,3976003522.665258,-1971243143.6834908,1503570284.2363253
0000002969,80,2024,15957670366.161633,2954322036.7575583,5859251284.286521,-2904929247.5289626,2215741527.5681686
0000002969,80,2025,18019845328.855877,3336102634.8112774,6616429557.890382,-3280326923.0791044,2502076976.108458
0000002969,81,2024,16939161124.365015,3136030250.381449,6219629763.9493885,-3083599513.5679393,2352022687.786087
0000002969,81,2025,22745267303.665897,4210943257.0842404,8351484496.3238,-4140541239.2395597,3158207442.8131804
0000002969,82,2024,15795876736.724142,2924368386.0124125,5799844772.601631,-2875476386.5892186,2193276289.5093093
0000002969,82,2025,16846069178.66815,3118795680.40311,6185448765.72939,-3066653085.32628,2339096760.3023324
0000002969,83,2024,12733439852.577158,2357404376.516407,4675395724.917694,-2317991348.401287,1768053282.3873053
0000002969,83,2025,13766323030.836084,2548627121.748518,5054644196.020638,-2506017074.2721205,1911470341.3113885
0000002969,84,2024,13764047199.541563,2548205785.902428,5053808568.56818,-2505602782.665752,1911154339.4268212
0000002969,84,2025,15631236967.154667,2893887815.339816,5739393230.543201,-2845505415.2033854,2170415861.504862
0000002969,85,2024,14870827981.83211,2753109558.192044,5460190363.106989,-2707080804.914945,2064832168.644033
0000002969,85,2025,20653322219.725822,3823651169.996382,7583375390.265041,-3759724220.268659,2867738377.497287
0000002969,86,2024,12742896582.750841,2359155147.506578,4678867996.066546,-2319712848.5599685,1769366360.6299334
0000002969,86,2025,14325947645.938307,2652233180.450816,5260124141.997538,-2607890961.5467215,1989174885.338112
0000002969,87,2024,12056294705.134743,2232041163.386334,4426765224.113917,-2194724060.7275834,1674030872.5397506
0000002969,87,2025,17675877469.45085,3272422172.4593644,6490133295.608524,-3217711123.14916,2454316629.3445234
0000002969,88,2024,19536804136.362072,3616944683.2453804,7173418306.068688,-3556473622.823308,2712708512.4340353
0000002969,88,2025,27368484590.013496,5066862222.470196,10049012468.828445,-4982150246.35825,3800146666.852647
0000002969,89,2024,13885483026.855934,2570687798.1545105,5098396720.273515,-2527708922.1190042,1928015848.6158829
0000002969,89,2025,8700077356.946774,1610688130.9960108,3194447451.1252813,-1583759320.1292706,1208016098.247008
0000002969,90,2024,12717889855.984818,2354525529.131411,4669686161.089536,-2315160631.9581246,1765894146.8485584
0000002969,90,2025,15932321324.215462,2949629043.8886824,5849943759.869079,-2900314715.9803963,2212221782.9165115
0000002969,91,2024,13980971769.5236,2588366098.949817,5133457761.470156,-2545091662.5203385,1941274574.2123628
0000002969,91,2025,13720917583.44855,2540220987.8500338,5037972468.8941555,-2497751481.0441217,1905165740.8875253
